상호,운영시간,업종,도로명주소,지번주소,전화번호,위도,경도
월드푸드,09:00~22:00,마트/식품,충청남도 천안시 동남구 버들로 3,충청남도 천안시 동남구 대흥동 62-12,041-562-8808,36.80937845,127.1486108
홍윤선 가정식 백반,11:00~20:00,식당/음식,충청남도 천안시 동남구 공설시장2길 21,충청남도 천안시 동남구 대흥동 10-10,041-569-3208,36.8104786,127.1500338
미스터mr,미영업,식당/음식,충청남도 천안시 동남구 공설시장2길 21,충청남도 천안시 동남구 대흥동 10-10,,36.81047866,127.150034
수마사지,00:00~24:00,생활서비스,충청남도 천안시 동남구 공설시장2길 21,충청남도 천안시 동남구 대흥동 10-10,041-555-8126,36.81047861,127.1500339
링고,미영업,기타,충청남도 천안시 동남구 공설시장2길 21,충청남도 천안시 동남구 대흥동 10-10,,36.81047861,127.1500339
GS25 천안문화점,00:00~24:00,마트/식품,충청남도 천안시 동남구 문화로 16,충청남도 천안시 동남구 대흥동 10-5,,36.81064573,127.1501149
천안중앙직업전문학교,09:00~17:00,기타,충청남도 천안시 동남구 문화로 16,충청남도 천안시 동남구 대흥동 10-5,041-565-3770,36.81064572,127.1501149
한아름다방,09:00~21:00,식당/음식,충청남도 천안시 동남구 문화로 12,충청남도 천안시 동남구 대흥동 10-2,041-557-0063,36.81075368,127.1497197
스마일분식,09:00~21:00,식당/음식,충청남도 천안시 동남구 문화로 12,충청남도 천안시 동남구 대흥동 10-2,041-565-3192,36.8107518,127.1497493
유명전자,08:30~19:00,전기/가전,충청남도 천안시 동남구 문화로 12,충청남도 천안시 동남구 대흥동 10-2,041-551-1550,36.81075618,127.1496862
삼성파크,00:00~24:00,생활서비스,충청남도 천안시 동남구 문화로 12,충청남도 천안시 동남구 대흥동 10-2,041-562-6677,36.81075347,127.1497198
바나나클럽,미영업,기타,충청남도 천안시 동남구 문화로 14,충청남도 천안시 동남구 대흥동 10-4,,36.81064117,127.1498861
공실 49,공실,기타,충청남도 천안시 동남구 대흥로 256,충청남도 천안시 동남구 대흥동 20-4,,36.8107334,127.1487255
공실 50,공실,기타,충청남도 천안시 동남구 대흥로 256,충청남도 천안시 동남구 대흥동 20-4,,36.81073308,127.1487255
동궁,09:30~20:30,식당/음식,충청남도 천안시 동남구 문화로 14,충청남도 천안시 동남구 대흥동 10-4,041-555-6622,36.81064111,127.1498861
새천안돌솥밥,09:00~19:00,식당/음식,충청남도 천안시 동남구 문화로 10,충청남도 천안시 동남구 대흥동 17-4,041-563-8855,36.81074912,127.1496229
국제사교댄스,미영업,기타,충청남도 천안시 동남구 문화로 8,충청남도 천안시 동남구 대흥동 17-6,,36.81080821,127.1494932
막창가,"12:00~21:00,매주 일요일 휴무",식당/음식,충청남도 천안시 동남구 문화로 8,충청남도 천안시 동남구 대흥동 17-6,041-621-1125,36.81079259,127.1495693
TOYBOX,미영업,기타,충청남도 천안시 동남구 문화로 8,충청남도 천안시 동남구 대흥동 17-6,,36.81086696,127.1494342
밤을잊은그대,17:00~23:00,식당/음식,충청남도 천안시 동남구 문화로 8,충청남도 천안시 동남구 대흥동 17-6,041-566-4451,36.81080904,127.1494901
충남 척추자세원,08:00~17:00,의료/건강,충청남도 천안시 동남구 문화로 8,충청남도 천안시 동남구 대흥동 17-6,,36.81081922,127.1494368
공실 51,공실,기타,충청남도 천안시 동남구 대흥로 256,충청남도 천안시 동남구 대흥동 20-4,,36.81073299,127.1487257
서가네,09:00~21:00,식당/음식,충청남도 천안시 동남구 문화로 6,충청남도 천안시 동남구 대흥동 18,041-562-9477,36.81089876,127.1491623
효성운명철학관,미영업,기타,충청남도 천안시 동남구 문화로 6,충청남도 천안시 동남구 대흥동 18,041-555-1449,36.81086576,127.1491533
천안대흥동우체국,09:00~18:00,생활서비스,충청남도 천안시 동남구 대흥로 258,충청남도 천안시 동남구 대흥동 19,041-621-3353,36.8108498,127.1488995
힘찬건설평생교육원,09:00~17:00,기타,충청남도 천안시 동남구 대흥로 258,충청남도 천안시 동남구 대흥동 19,041-551-6114,36.81084979,127.1488995
공실 52,공실,기타,충청남도 천안시 동남구 대흥로 256,충청남도 천안시 동남구 대흥동 20-4,,36.81073326,127.1487259
공실 53,폐업,기타,충청남도 천안시 동남구 대흥로 256,충청남도 천안시 동남구 대흥동 20-15,,36.81063118,127.1487129
공실 54,공실,기타,충청남도 천안시 동남구 공설시장2길 17,충청남도 천안시 동남구 대흥동 10-13,,36.8101866,127.1499344
공실 55,폐업,기타,충청남도 천안시 동남구 공설시장3길 12,충청남도 천안시 동남구 대흥동 63-66,,36.80978863,127.149558
미소팜약국,09:00~20:00,의료/건강,충청남도 천안시 동남구 대흥로 256,충청남도 천안시 동남구 대흥동 20-15,041-552-0082,36.81063142,127.1487128
가톨릭성모의원,09:00~17:30,의료/건강,충청남도 천안시 동남구 대흥로 256,충청남도 천안시 동남구 대흥동 20-15,041-564-2202,36.81063124,127.1487127
공실 56,폐업,기타,충청남도 천안시 동남구 공설시장3길 7,충청남도 천안시 동남구 대흥동 14,,36.81020432,127.1492091
스위스장여관,00:00~24:00,기타,충청남도 천안시 동남구 공설시장1길 18-3,충청남도 천안시 동남구 대흥동 10-1,041-553-2969,36.81057576,127.1496644
대흥동 가락국수집,미영업,식당/음식,충청남도 천안시 동남구 공설시장2길 17,충청남도 천안시 동남구 대흥동 10-13,,36.81017047,127.1499268
금메달노래타운,미영업,기타,충청남도 천안시 동남구 공설시장2길 17,충청남도 천안시 동남구 대흥동 10-13,,36.81026967,127.1499714
한국연극협회천안지부,미영업,기타,충청남도 천안시 동남구 공설시장2길 17,충청남도 천안시 동남구 대흥동 10-13,,36.81024132,127.1499582
중앙교회,미영업,기타,충청남도 천안시 동남구 공설시장2길 17,충청남도 천안시 동남구 대흥동 10-13,041-562-7849,36.81028557,127.1499778
공실 57,공실,기타,충청남도 천안시 동남구 문화로 8,충청남도 천안시 동남구 대흥동 17-6,,36.8107974,127.1495529
공실 58,공실,기타,충청남도 천안시 동남구 문화로 8,충청남도 천안시 동남구 대흥동 17-6,,36.81079714,127.1495514
공실 59,공실,기타,충청남도 천안시 동남구 문화로 8,충청남도 천안시 동남구 대흥동 17-6,,36.81079723,127.149551
공실 60,공실,기타,충청남도 천안시 동남구 문화로 6,충청남도 천안시 동남구 대흥동 18,,36.81086599,127.1491547
공실 61,공실,기타,충청남도 천안시 동남구 문화로 6,충청남도 천안시 동남구 대흥동 18,,36.81086626,127.1491544
공실 63,폐업,기타,충청남도 천안시 동남구 공설시장1길 18,충청남도 천안시 동남구 대흥동 17-2,,36.81061335,127.1493788
공실 62,공실,기타,충청남도 천안시 동남구 공설시장3길 4,충청남도 천안시 동남구 대흥동 39-1,,36.8100716,127.1487111
찜질체험장,10:00~18:00,기타,충청남도 천안시 동남구 문화로 6,충청남도 천안시 동남구 대흥동 18,041-622-3369,36.81083587,127.149225
트렌타,미영업,기타,충청남도 천안시 동남구 공설시장2길 17,충청남도 천안시 동남구 대흥동 10-13,,36.81024178,127.1499583
