상호,운영시간,업종,도로명주소,지번주소,전화번호,위도,경도
직산상회,07:00~17:00,농산물/청과,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-562-6147,36.80349786,127.1498853
중앙양화점,비협조,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80345751,127.1498803
삼일양품,09:00~18:00,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80338597,127.1498756
선화양품,10:00~17:30,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-567-3490,36.80347229,127.1497488
비타민그린케어,09:00~18:00,의료/건강,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80347133,127.1497223
현우사,09:00~18:00,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-551-4429,36.80348539,127.1496859
목화이불,09:00~19:00,침구/주단,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-555-7261,36.80352782,127.1496847
라파두피탈모체형관리,예약제,생활서비스,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80350841,127.1496216
중앙화장품쌍방울,비협조,생활용품,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-621-2500,36.80351042,127.1495743
진도미역,09:00~18:00,식당/음식,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80351169,127.1494816
라파체형관리,폐업,생활서비스,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80339586,127.1494765
스타양품,09:30~18:00,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-562-1949,36.80339586,127.1494765
현애수선,09:00~18:00,생활서비스,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-561-2997,36.8033495,127.1494695
공실192,공실,기타,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80349459,127.149726
공실193,공실,기타,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80331535,127.1496717
중앙멋쟁이,09:00~18:00,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80338836,127.1495472
행운속옷,폐업,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80342233,127.1495426
은혜양품,비협조,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-551-2680,36.80342513,127.1496014
공실197,공실,기타,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80338007,127.1495993
공실198,공실,기타,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80341091,127.1497494
현애양품,09:00~18:00,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-561-2997,36.80342737,127.1496803
신흥사,09:00~18:00,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-565-1801,36.8033815,127.1496753
공실201,공실,기타,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80338798,127.1497087
국일산업,09:00~18:00,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.8033004,127.1499034
공실203,공실,기타,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,,36.80339672,127.1499388
중앙도매물류,08:30~20:00,생활용품,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-622-5188,36.80339785,127.1500486
보금장,09:00~18:30,기타,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-565-4989,36.80330735,127.1501826
중앙의류수선,비협조,생활서비스,충청남도 천안시 동남구 수선정길 4,충청남도 천안시 동남구 사직동 17-4,041-563-0852,36.80351878,127.1492456
오성가방,09:30~18:30,의류/잡화,충청남도 천안시 동남구 수선정길 4,충청남도 천안시 동남구 사직동 17-4,041-562-5560,36.80352488,127.1493055
장수순대,09:00~18:30,식당/음식,충청남도 천안시 동남구 수선정길 4,충청남도 천안시 동남구 사직동 17-4,041-621-7717,36.80351722,127.1493857
천안승복사,09:00~20:00,의류/잡화,충청남도 천안시 동남구 수선정길 2,충청남도 천안시 동남구 사직동 18-2,041-556-4772,36.80349142,127.1491944
보리수,09:00~20:00,의류/잡화,충청남도 천안시 동남구 수선정길 2,충청남도 천안시 동남구 사직동 18-2,041-556-4772,36.80349142,127.1491944
파스텔세상,10:00~18:00,의류/잡화,충청남도 천안시 동남구 사직로 38,충청남도 천안시 동남구 사직동 19,041-522-1854,36.80346744,127.1491932
평생건강원,09:00~20:00,의료/건강,충청남도 천안시 동남구 사직로 38,충청남도 천안시 동남구 사직동 19,041-567-6046,36.80344313,127.1491935
홍화숙식오리식품점,08:00~20:00,마트/식품,충청남도 천안시 동남구 사직로 36,충청남도  천안시 동남구 사직동 22,041-564-6688,36.80332828,127.1492046
중앙신발,07:00~19:00,의류/잡화,충청남도 천안시 동남구 사직로 34-1,충청남도 천안시 동남구 사직동 21-3,041-551-7444,36.8032059,127.1492212
블링블링,10:00~18:30,의류/잡화,충청남도 천안시 동남구 사직로 34-2,충청남도 천안시 동남구 사직동 24-3,,36.80326161,127.1492158
이태원패션,9:30~18:00,의류/잡화,충청남도 천안시 동남구 사직로 34-3,충청남도 천안시 동남구 사직동 28,041-567-2949,36.80315507,127.1492274
명동의류타운,09:00~19:00,의류/잡화,충청남도 천안시 동남구 사직로 34,충청남도 천안시 동남구 사직동 27,041-551-2132,36.80305103,127.1492601
신예원닭강정,09:00~18:00,식당/음식,충청남도 천안시 동남구 사직로 34,충청남도 천안시 동남구 사직동 27,041-557-3899,36.80309417,127.1492598
성실고추,08:00~18:00,농산물/청과,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 7-3,041-562-8792,36.80322806,127.1500155
개미식육점,07:00~19:00,축산물,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 7-1,041-567-3124,36.80322806,127.1500155
요한상회,08:00~17:00,마트/식품,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 7-1,041-565-5317,36.8032202,127.1499268
중앙수입코너,09:00~17:30,생활용품,충청남도 천안시 동남구 영성로 55,충청남도 천안시 동남구 사직동 6-3,041-569-9580,36.80324572,127.150204
훈이네과일,08:00~18:00,농산물/청과,충청남도 천안시 동남구 영성로 55,충청남도 천안시 동남구 사직동 6-3,041-523-0815,36.80311472,127.1502227
명보장,09:00~18:30,기타,충청남도 천안시 동남구 영성로 55,충청남도 천안시 동남구 사직동 6-3,041-563-6611,36.80321585,127.1502074
미스터박미용실,09:30~18:00,생활서비스,충청남도 천안시 동남구 영성로 55,충청남도 천안시 동남구 사직동 6-3,041-621-1044,36.80317553,127.1502087
대풍상회,08:30~18:00,수산물,충청남도 천안시 동남구 영성로 55,충청남도 천안시 동남구 사직동 6-1,041-551-4348,36.80320832,127.1501416
을지앵글,07:00~19:00,생활용품,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 37-1,,36.80301021,127.1502716
직영맛김치,08:00~18:00,식당/음식,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 37-1,041-561-5332,36.8030381,127.1502623
호진수산,08:00~20:00,수산물,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,,36.80299341,127.1502402
분자네반찬,07:00~18:00,식당/음식,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 37-1,041-562-2624,36.80298874,127.1502013
세종왕만두,09:00~19:00,식당/음식,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,,36.80298334,127.1501584
서울정육점,08:30~17:00,축산물,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,,36.80297857,127.1501074
태창식품,08:00~18:00,마트/식품,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,041-551-3207,36.80297151,127.1500545
태안상회,07:00~20:00,수산물,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,041-551-5862,36.80296942,127.1499499
우성식품,09:00~17:00,농산물/청과,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,041-555-0943,36.80297317,127.1500082
만물상회,07:30~18:30,식당/음식,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,041-565-0115,36.80296294,127.1498888
태양식품,09:00~19:00,식당/음식,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,,36.80295713,127.1498238
수복떡집,08:00~18:30,식당/음식,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,,36.80294045,127.1497247
선이네반찬,07:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 32,충청남도 천안시 동남구 사직동 29-1,,36.80294684,127.1497735
진수반찬,07:30~19:00,식당/음식,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,,36.80293187,127.1496717
총각떡집,08:00~20:00,식당/음식,충청남도 천안시 동남구 영성로 53,충청남도 천안시 동남구 사직동 26,,36.80292961,127.1496193
공신상회,07:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 32,충청남도 천안시 동남구 사직동 29-1,,36.80292057,127.1495743
윙윙닭강정,10:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 32,충청남도 천안시 동남구 사직동 29-1,,36.80291837,127.1495342
맛나식품,07:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 32,충청남도 천안시 동남구 사직동 29-1,,36.80290981,127.1494885
목포수산,06:00~20:00,수산물,충청남도 천안시 동남구 사직로 32,충청남도 천안시 동남구 사직동 29-1,,36.80290441,127.1494342
광천상회,08:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 32,충청남도 천안시 동남구 사직동 29-1,,36.80289744,127.1493899
동해수산,08:30~18:00,수산물,충청남도 천안시 동남구 사직로 32,충청남도 천안시 동남구 사직동 29-1,041-555-1462,36.80289741,127.1493438
섭이네야채,08:00~19:00,농산물/청과,충청남도 천안시 동남구 사직로 32,충청남도 천안시 동남구 사직동 29-1,,36.80289312,127.1492954
제임스딘,09:00~19:00,의류/잡화,충청남도 천안시 동남구 사직로 34,충청남도 천안시 동남구 사직동 27,041-551-4189,36.80301921,127.1492647
슈올즈중앙점,10:00~19:00,의류/잡화,충청남도 천안시 동남구 영성로 56,충청남도 천안시 동남구 영성동 43-2,041-566-9581,36.80313513,127.1504547
현대종합전자,08:30~20:30,전기/가전,충청남도 천안시 동남구 영성로 56,충청남도 천안시 동남구 영성동 43-2,041-551-5452,36.80319633,127.1504347
우리집이불,10:30~18:00,침구/주단,충청남도 천안시 동남구 영성로 54-3,충청남도 천안시 동남구 영성동 43-1,,36.80336065,127.1504132
365숙녀복,10:00~18:30,의류/잡화,충청남도 천안시 동남구 영성로 54-3,충청남도 천안시 동남구 영성동 43-1,041-551-3886,36.80327143,127.1504333
로타리약국,09:00~20:00,의료/건강,충청남도 천안시 동남구 수선정길 14,충청남도 천안시 동남구 영성동 32,041-551-3886,36.80347781,127.1504406
공실255,폐업,기타,충청남도 천안시 동남구 수선정길 14,충청남도 천안시 동남구 영성동 32,,36.80347781,127.1504406
공실256,폐업,기타,충청남도 천안시 동남구 수선정길 14,충청남도 천안시 동남구 영성동 32,,36.80347781,127.1504406
순영농산,04:30~17:00,농산물/청과,충청남도 천안시 동남구 수선정길 14-1,충청남도 천안시 동남구 영성동 31-1,041-551-5933,36.80347418,127.1505775
세상에이런일이 한식부페,11:00~19:30,식당/음식,충청남도 천안시 동남구 수선정길 16,충청남도 천안시 동남구 영성동 51-28,041-557-1188,36.80349871,127.1507223
순복음새롭게하는교회,미영업,기타,충청남도 천안시 동남구 수선정길 16,충청남도 천안시 동남구 영성동 51-28,,36.80349871,127.1507223
천일약업사,10:00~18:00,의료/건강,충청남도 천안시 동남구 수선정길 16-1,충청남도 천안시 동남구 영성동 51-21,041-567-2489,36.80349531,127.1508659
천일한의원,10:00~18:00,의료/건강,충청남도 천안시 동남구 수선정길 16-1,충청남도 천안시 동남구 영성동 51-21,041-567-2489,36.80349531,127.1508659
작은집잔치국수,11:00~07:00,식당/음식,충청남도 천안시 동남구 수선정길 18,충청남도 천안시 동남구 영성동 51-12,,36.80350872,127.1509496
글로리아,10:30~18:00,의료/건강,충남 천안시 동남구 수선정길 15,충청남도 천안시 동남구 영성동 영성동 27,,36.80361023,127.1508343
모란카페다방,08:30~19:30,식당/음식,충청남도 천안시 동남구 수선정길 18,충청남도 천안시 동남구 영성동 51-12,,36.80349695,127.1509325
윤성식육점,07:00~20:30,축산물,충청남도 천안시 동남구 수선정길 20,충청남도 천안시 동남구 영성동 51-27,041-551-1731,36.80350392,127.1510756
왔다삼겹살,11:00~10:00,식당/음식,충청남도 천안시 동남구 수선정길 20,충청남도 천안시 동남구 영성동 51-27,041-556-7316,36.80350021,127.1511464
연꽃다방,10:00~21:00,식당/음식,충청남도 천안시 동남구 수선정길 20,충청남도 천안시 동남구 영성동 51-27,041-523-5773,36.80350871,127.151
불란서안경원,09:00~18:00,생활용품,충청남도 천안시 동남구 영성로 41,충청남도 천안시 동남구 사직동 172-3,041-562-9774,36.80203732,127.1503871
박치과의원,09:00~16:30,의료/건강,충청남도 천안시 동남구 영성로 41,충청남도 천안시 동남구 사직동 172-3,041-551-2831,36.80203732,127.1503871
공실270,공실,기타,충청남도 천안시 동남구 영성로 41,충청남도 천안시 동남구 사직동 172-3,,36.80203732,127.1503871
이재용반찬,08:00~19:00,식당/음식,충청남도 천안시 동남구 영성로 41,충청남도 천안시 동남구 사직동 172-3,041-562-1795,36.80202551,127.1502798
대지다방,09:00~20:00,식당/음식,충청남도 천안시 동남구 영성로 41,충청남도 천안시 동남구 사직동 172-3,041-563-9145,36.80201692,127.1502047
평양냉면,11:00~15:30,식당/음식,충청남도 천안시 동남구 큰시장길 27,충청남도 천안시 동남구 사직동 168-8,041-551-4851,36.80197391,127.149695
천안새마을금고 남산점,09:00~16:30,생활서비스,충청남도 천안시 동남구 큰시장길 25,충청남도 천안시 동남구 사직동 168-10,041-554-6053,36.80197932,127.1495986
더한우,08:00~20:00,축산물,충청남도 천안시 동남구 사직로 20,충청남도 천안시 동남구 사직동 162-2,041-554-7778,36.80195571,127.149463
맷돌전집,09:00~20:00,식당/음식,충청남도 천안시 동남구 사직로 20,충청남도 천안시 동남구 사직동 162-2,,36.80199201,127.1494219
키다리와총각네,06:00~18:00,농산물/청과,충청남도 천안시 동남구 사직로 22,충청남도 천안시 동남구 사직동 162-1,,36.80204195,127.1494259
홍두깨칼국수,10:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 22,충청남도 천안시 동남구 사직동 162-1,041-556-6525,36.80209451,127.1494084
난주단,09:00~18:30,침구/주단,충청남도 천안시 동남구 사직로 22-1,충청남도 천안시 동남구 사직동 163-2,,36.80213758,127.1493951
천안새미나,10:30~19:00,의류/잡화,충청남도 천안시 동남구 사직로 24,충청남도 천안시 동남구 사직동 163-1,041-568-8982,36.80221375,127.1493924
한아름수입코너,10:30~18:00,의류/잡화,충청남도 천안시 동남구 사직로 24,충청남도 천안시 동남구 사직동 163-1,041-556-2529,36.80229851,127.1493943
당진건어물,08:00~18:00,수산물,충청남도 천안시 동남구 사직로 24,충청남도 천안시 동남구 사직동 163-1,041-553-8302,36.80231201,127.1493649
엄마손맛김,10:00~18:00,식당/음식,충청남도 천안시 동남구 사직로 26,충청남도 천안시 동남구 사직동 165-3,,36.80240161,127.1493373
유진닭집,07:00~18:00,축산물,충청남도 천안시 동남구 사직로 26,충청남도 천안시 동남구 사직동 165-3,041-562-8347,36.80242262,127.1493326
태초즉석손두부,08:00~17:00,식당/음식,충청남도 천안시 동남구 사직로 26,충청남도 천안시 동남구 사직동 165-3,041-562-4335,36.80244244,127.1493293
거평,10:00~19:00,의류/잡화,충청남도 천안시 동남구 사직로 26,충청남도 천안시 동남구 사직동 165-3,041-561-3546,36.80246715,127.1493246
시장할머니국수,09:00~20:00,식당/음식,충청남도 천안시 동남구 사직로 26-1,충청남도 천안시 동남구 사직동 167-1,,36.80238072,127.1495741
골목집,07:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 25-1,충청남도 천안시 동남구 사직동 167-1,041-554-9647,36.80238567,127.1496725
아트패션,10:30~19:00,의류/잡화,충청남도 천안시 동남구 사직로 28,충청남도 천안시 동남구 사직동 165-2,041-555-5591,36.80249941,127.1493353
별상마마대신동자보살,미영업,기타,충청남도 천안시 동남구 사직로 28,충청남도 천안시 동남구 사직동 165-2,,36.80254281,127.1493245
원앙금침,07:00~19:00,침구/주단,충청남도 천안시 동남구 사직로 28,충청남도 천안시 동남구 사직동 165-2,,36.80254281,127.1493245
남해수산,07:30~19:30,수산물,충청남도 천안시 동남구 사직로 28,충청남도 천안시 동남구 사직동 165-2,041-566-5567,36.80259397,127.1493179
장터국밥,07:00~17:00,식당/음식,충청남도 천안시 동남구 사직로 28,충청남도 천안시 동남구 사직동 165-2,041-565-9876,36.80259281,127.1494192
7080커피호프,10:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 28-2,충청남도 천안시 동남구 사직동 46-1,,36.80262684,127.1495721
꼴목장어구이,09:00~21:00,식당/음식,충청남도 천안시 동남구 사직로 28-2,충청남도 천안시 동남구 사직동 46-1,,36.80270341,127.1495919
시골손칼국수,08:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 28-1,충청남도 천안시 동남구 사직동 32-2,041-556-6181,36.80267331,127.1493044
박씨네견과,09:30~18:30,식당/음식,충청남도 천안시 동남구 사직로 28-1,충청남도 천안시 동남구 사직동 32-2,,36.80267331,127.1493044
화목수산,07:00~19:00,수산물,충청남도 천안시 동남구 사직로 30,충청남도 천안시 동남구 사직동 32-1,041-554-3044,36.80273402,127.1492843
동화상회,08:00~18:00,수산물,충청남도 천안시 동남구 사직로 30,충청남도 천안시 동남구 사직동 32-1,041-565-0741,36.80277962,127.1492716
해남수산,05:30~20:00,수산물,충청남도 천안시 동남구 사직로 30,충청남도 천안시 동남구 사직동 32-1,,36.80280384,127.149295
부흥만두,08:30~20:00,식당/음식,충청남도 천안시 동남구 사직로 30-1,충청남도 천안시 동남구 사직동 32-1,041-562-5388,36.80281242,127.1493232
신흥수예뜨개방,10:30~19:00,침구/주단,충청남도 천안시 동남구 사직로 30-1,충청남도 천안시 동남구 사직동 32-1,041-551-4208,36.80281672,127.1494144
사대부제사,08:00~18:00,식당/음식,충청남도 천안시 동남구 사직로 30-1,충청남도 천안시 동남구 사직동 32-1,041-562-3331,36.80281021,127.1493634
부흥만두2호점,08:30~20:00,식당/음식,충청남도 천안시 동남구 사직로 30-1,충청남도 천안시 동남구 사직동 32-1,041-562-5388,36.80282532,127.1494641
천안홈패션,09:00~18:00,의류/잡화,충청남도 천안시 동남구 사직동 30-1,충청남도 천안시 동남구 사직동 32-1,041-563-1425,36.80283922,127.1495888
공실306,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80283923,127.1495888
삼일사,11:00~16:30,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-565-1807,36.80275732,127.1497208
공실308,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80275733,127.1497208
미금상회,10:00~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-551-5834,36.80260859,127.1497514
공실310,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.8026086,127.1497514
신진혼수방,10:00~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80248466,127.1497735
병천상회,10:00~18:00,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.8024597,127.1499192
대전한복,10:00~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80251152,127.1499136
일신상회,09:40~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-569-9226,36.80256785,127.1499054
공실315,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80256786,127.1499054
한강원단,09:30~18:30,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80266928,127.1498579
공실317,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80266929,127.1498579
경아양품1,10:00~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-567-4321,36.80262637,127.1499447
경아양품2,10:00~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-567-4321,36.80262638,127.1499447
공실320,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80262638,127.1499447
공실321,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80262639,127.1499447
홍진상회,11:00~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80270526,127.1499168
정일품혼수방,10:00~18:00,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-563-0146,36.80273233,127.1498805
신진누비,09:00~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-551-5826,36.80284295,127.1496958
공작폐백,08:30~18:30,식당/음식,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-551-4928,36.80284897,127.1496532
수산물전문점,08:00~19:00,수산물,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80283602,127.149519
맛찬 사직점,08:00~19:00,식당/음식,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80285535,127.1497161
공실328,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80284041,127.1499283
공실329,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80284042,127.1499283
천일옷수선,10:00~18:00,생활서비스,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80285965,127.1499281
부흥상회,08:00~21:00,식당/음식,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-562-3027,36.80285535,127.1497725
천안상회,10:00~18:00,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-565-2364,36.80277725,127.1499926
공실333,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80277726,127.1499926
공실334,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80277727,127.1499926
일신이불,10:00~18:30,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-562-1926,36.80262857,127.1499867
성남상회2,10:00~18:00,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80263979,127.1500204
천일떡집,07:00~17:00,식당/음식,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-551-4457,36.80285967,127.1497726
공실338,폐업,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80285968,127.1497726
공실339,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80285969,127.1497726
꼬마족발,06:00~21:00,식당/음식,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-562-6956,36.80286938,127.1498343
공실341,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80286939,127.1498343
공실342,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80278393,127.1500599
샛별코너,11:00~19:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-567-8666,36.80278392,127.1500599
공실344,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80278394,127.1500599
공실345,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80278395,127.1500599
공실346,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80278396,127.1500599
공실347,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80258312,127.1503004
영덕상회,09:30~18:30,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-551-3720,36.80258313,127.1503004
공실349,폐업,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80258313,127.1503004
시민양행,08:00~18:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-562-7787,36.80201377,127.149823
우리옷수선,08:00~18:00,생활서비스,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80208588,127.1498036
공실352,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80208589,127.1498036
공실353,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.8020859,127.1498036
새미나원단,09:00~18:30,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-565-4633,36.8023225,127.1497452
성덕상회,09:00~18:30,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-565-0029,36.80239683,127.1497509
희지네,10:00~18:30,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-551-4275,36.80242377,127.1498266
성모상회,08:00~19:30,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-563-1991,36.80234265,127.1498461
유명옷수선,09:00~18:00,생활서비스,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80241928,127.1498126
공실359,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.80241929,127.1498126
공실360,공실,기타,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,,36.8024193,127.1498126
송죽상회,09:00~18:00,생활용품,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-551-4349,36.80203623,127.1498763
삼호상회,08:30~19:00,의류/잡화,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-551-4683,36.80207448,127.1499156
서울주단,09:00~18:00,침구/주단,충청남도 천안시 동남구 큰시장길 29,충청남도 천안시 동남구 사직동 33-1,041-565-5930,36.80230428,127.149902
